Name,Hash,Id,Tag,Rarity,Tier,Type,Source,Category,Element,Ammo,Power,Archetype,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Holofoil,Year,Season,Event,Recoil,AA,Impact,Range,Zoom,Blast Radius,Velocity,Persistence,Stability,ROF,Reload,Mag,Handling,Charge Time,Draw Time,Accuracy,Charge Rate,Guard Resistance,Guard Endurance,Swing Speed,Shield Duration,Airborne Effectiveness,Ammo Generation,Heat Generated,Cooling Efficiency,Crafted,Crafted Level,Kill Tracker,Foundry,Loadouts,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14,Perks 15,Perks 16,Perks 17,Perks 18,Perks 19
Bump in the Night,1959650777,"""6917529858089533238""",keep,Legendary,0,Rocket Launcher,haunted,Power,Stasis,heavy,10,Aggressive Frame,Blast Radius,10,Vault,false,false,false,5,17,,74,33,0,0,20,45,66,0,35,25,60,1,16,0,0,0,0,0,0,0,0,7,40,0,0,crafted,22,446,,,,Aggressive Frame*,Volatile Launch*,Impact Casing*,Demolitionist*,Chill Clip*,Extrovert*,Kill Tracker,Irradiant Charoite*,,,,,,,,,,,,
Burden of Guilt,976459525,"""6917530146434505431""",archive,Legendary,5,Fusion Rifle,trials,KineticSlot,Stasis,special,451,Adaptive Frame,Stability,2,Vault,true,false,false,8,27,,55,52,70,47,15,0,0,0,47,0,13,8,37,667,0,0,0,0,0,0,0,8,29,0,0,false,0,0,,,,Adaptive Frame*,Corkscrew Rifling*,Full Bore,Ionized Battery*,Liquid Coils,Rimestealer*,Lone Wolf,Eye of the Storm,High-Impact Reserves*,Kickstart,Aggregate Charge,Fleet Footed*,Roar of Battle,Kill Tracker,Tier 2: Stability*,Ferrous Burden of Guilt*,Sparks Everlasting*,,,
Burden of Guilt,976459525,"""6917530148348603215""",archive,Legendary,5,Fusion Rifle,trials,KineticSlot,Stasis,special,456,Adaptive Frame,Stability,4,Vault,true,false,false,8,27,,55,52,75,49,15,0,0,0,51,0,31,6,34,667,0,0,0,0,0,0,0,8,29,0,0,false,0,4,,,,Adaptive Frame*,Chambered Compensator,Smallbore*,Enhanced Battery,Liquid Coils*,Lone Wolf*,Eye of the Storm,Ambitious Assassin,Crystalline Corpsebloom,Closing Time,Kickstart*,Fleet Footed*,Roar of Battle,Kill Tracker,Tier 4: Stability*,Ferrous Burden of Guilt*,Sparks Everlasting*,,,
Buried Bloodline,3886719505,"""6917530014819508075""",,Exotic,0,Sidearm,dungeon,Energy,Void,special,10,Hungering Quarrel,,,Vault,true,false,false,6,23,,99,89,0,35,18,0,84,0,57,100,36,9,55,0,0,0,0,0,0,0,0,22,50,0,0,false,0,67,,,,Hungering Quarrel*,Hard Launch*,Flared Magwell*,Violent Reanimation*,Hand-Laid Stock*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,,,,,,
BxR-55 Battler,2708806099,"""6917530027542205249""",keep,Legendary,0,Pulse Rifle,30th,Energy,Solar,primary,10,Legacy PR-55 Frame,Range,10,Vault,false,false,false,4,15,,100,85,23,60,20,0,0,0,66,450,80,44,83,0,0,0,0,0,0,0,0,21,60,0,0,crafted,24,2279,,,,Legacy PR-55 Frame*,Arrowhead Brake*,Flared Magwell*,Demolitionist*,Incandescent*,Hot Swap*,Kill Tracker,Backup Mag*,Superblack*,,,,,,,,,,,
CALUS Mini-Tool,2490988246,"""6917530013349556556""",keep,Legendary,0,Submachine Gun,haunted,Energy,Solar,primary,10,MIDA Synergy,Reload Speed,10,Vault,false,false,false,5,17,,80,49,15,32,14,0,0,0,61,900,56,42,82,0,0,0,0,0,0,0,0,28,70,0,0,crafted,122,7663,,,,MIDA Synergy*,Fluted Barrel*,Flared Magwell*,Threat Detector*,Incandescent*,To Excess*,Kill Tracker,Superblack*,,,,,,,,,,,,
Cartesian Coordinate,2481881293,"""6917529622886253130""",archive,Legendary,0,Fusion Rifle,engram,Energy,Solar,special,10,Rapid-Fire Frame,Reload Speed,4,Vault,true,false,false,4,13,,52,60,60,27,17,0,0,0,26,0,50,7,60,533,0,0,0,0,0,0,0,4,49,0,0,false,0,0,,,,Rapid-Fire Frame*,Hitmark IS,Red Dot 2 MOA*,Accelerated Coils,Liquid Coils*,Feeding Frenzy*,Vorpal Weapon*,Kill Tracker,Tier 4: Reload Speed*,,,,,,,,,,,
Cartesian Coordinate,3719824177,"""6917530182664052439""",archive,Legendary,5,Fusion Rifle,,Energy,Solar,special,459,Rapid-Fire Frame,Reload Speed,2,Vault,true,false,false,8,28,,82,60,55,21,15,0,0,0,26,0,30,8,62,533,0,0,0,0,0,0,0,4,49,0,0,false,0,0,,,,Rapid-Fire Frame*,Arrowhead Brake*,Smallbore,Ionized Battery*,Projection Fuse,Lead from Gold*,Envious Arsenal,Collective Demolition,Reservoir Burst*,Closing Time,Vorpal Weapon,Veteran's Wisdom*,Field-Tested,Kill Tracker,Tier 2: Reload Speed*,Triumphant Pulse*,,,,
Cartesian Coordinate,3719824177,"""6917530182667822062""",archive,Legendary,5,Fusion Rifle,,Energy,Solar,special,459,Rapid-Fire Frame,Reload Speed,1,Vault,true,false,false,8,28,,52,60,50,27,15,0,0,0,32,0,49,7,55,533,0,0,0,0,0,0,0,4,49,0,0,false,0,0,,,,Rapid-Fire Frame*,Corkscrew Rifling*,Extended Barrel,Accelerated Coils*,Particle Repeater,Lead from Gold*,Under Pressure,Discord,Successful Warm-Up*,Incandescent,Closing Time,Veteran's Wisdom*,Field-Tested,Kill Tracker,Tier 1: Reload Speed*,Triumphant Pulse*,,,,
Cataphract GL3,2738601016,"""6917530015683120950""",archive,Legendary,0,Grenade Launcher,crucible,Power,Strand,heavy,10,Adaptive Frame,Handling,2,Vault,true,false,false,6,22,,69,63,0,0,13,45,55,0,24,120,77,6,49,0,0,0,0,0,0,0,0,12,55,0,0,false,0,0,omolon,,,Adaptive Frame*,Volatile Launch,Hard Launch*,Proximity Grenades,Alloy Casing*,Envious Assassin*,Bait and Switch*,Alacrity*,One Quiet Moment,Omolon Fluid Dynamics,Kill Tracker,Tier 2: Handling*,,,,,,,,
Chain of Command,3105930175,"""6917530123581629659""",archive,Legendary,0,Machine Gun,crucible,Power,Stasis,heavy,10,Adaptive Frame,Range,10,Vault,true,false,false,5,17,,100,61,41,58,16,0,0,0,37,450,46,48,66,0,0,0,0,0,0,0,0,10,54,0,0,false,0,0,,,,Adaptive Frame*,Arrowhead Brake*,High-Caliber Rounds*,Adrenaline Junkie*,Osmosis,Demolitionist*,Adaptive Munitions,Kill Tracker,Vanguard's Vindication*,One Quiet Moment,Gun and Run,Masterworked: Range*,,,,,,,,
Chattering Bone,501329015,"""6917530144362587398""",archive,Legendary,0,Pulse Rifle,,KineticSlot,Kinetic,primary,200,Lightweight Frame,Reload Speed,3,Vault,true,false,false,6,21,,72,71,27,50,17,0,0,0,59,450,66,33,70,0,0,0,0,0,0,0,0,10,49,0,0,false,0,0,,,,Lightweight Frame*,Arrowhead Brake,Smallbore*,Accurized Rounds*,Extended Mag,Rapid Hit*,Kinetic Tremors*,Explosive Pact*,Kill Tracker,Counterbalance Stock*,Tier 3: Reload Speed*,,,,,,,,,
Choir of One,3698448090,"""6917530138066438579""",keep,Exotic,0,Auto Rifle,exoticquest,Energy,Void,special,443,Command Frame IV,"Stability, Handling, Range, Reload Speed",10,Vault,true,false,false,7,24,,95,61,33,83,20,0,0,0,55,225,46,25,61,0,0,0,0,0,0,0,0,22,15,0,0,crafted,172,8516,,,,Command Frame IV*,Fluted Barrel*,Flared Magwell*,Fanatical Lance*,Short-Action Stock*,Kill Tracker,Onslaught Refit*,,,,,,,,,,,,,
Chroma Rush,771811871,"""6917530184555204026""",,Legendary,4,Auto Rifle,engram,KineticSlot,Kinetic,primary,487,Rapid-Fire Frame,Handling,2,Vault,false,false,false,8,28,,55,80,18,25,16,0,0,0,73,720,58,54,33,0,0,0,0,0,0,0,0,10,54,0,0,false,0,0,,,,Rapid-Fire Frame*,Chambered Compensator*,Extended Barrel,Tactical Mag*,Alloy Magazine,To the Pain*,Bewildering Burst,All-Star*,Kill Clip,Splicer Surge*,Kill Tracker,Tier 2: Handling*,,,,,,,,
Cloudstrike,2603483885,"""6917530006582418221""",keep,Exotic,0,Sniper Rifle,europa,Energy,Arc,special,10,Mortal Polarity,Handling,10,Vault,true,false,false,4,12,,68,68,55,60,50,0,0,0,64,140,40,7,86,0,0,0,0,0,0,0,0,7,70,0,0,false,0,466,,,,Mortal Polarity*,Fluted Barrel*,Alloy Magazine*,Stormbringer*,Hand-Laid Stock*,Kill Tracker,Cloudstrike Catalyst*,,,,,,,,,,,,,
Commemoration,4230965989,"""6917529873889191119""",keep,Legendary,0,Machine Gun,deepstonecrypt,Power,Void,heavy,10,Adaptive Frame,Stability,10,Vault,false,false,false,4,12,,100,64,41,70,16,0,0,0,65,450,57,75,69,0,0,0,0,0,0,0,0,18,55,0,0,crafted,156,5061,,,,Adaptive Frame*,Arrowhead Brake*,Accurized Rounds*,Reconstruction*,Killing Tally*,Bray Inheritance*,Kill Tracker,Backup Mag*,Abyssinian Gold*,,,,,,,,,,,
Commemoration,4230965989,"""6917529937622724641""",keep,Legendary,0,Machine Gun,deepstonecrypt,Power,Void,heavy,10,Adaptive Frame,,,Vault,false,false,false,4,12,,80,64,41,53,16,0,0,0,80,450,55,57,57,0,0,0,0,0,0,0,0,25,55,0,0,crafted,3,93,,,,Adaptive Frame*,Polygonal Rifling*,Steady Rounds*,Fourth Time's the Charm*,Repulsor Brace*,Bray Inheritance*,Kill Tracker,,,,,,,,,,,,,
Compact Defender,2819552809,"""6917530183040262924""",archive,Legendary,5,Sidearm,renegades,Energy,Void,primary,477,Dynamic Heat Weapon,Handling,1,Vault,true,false,false,8,28,,99,69,45,33,12,0,0,0,57,360,51,0,59,0,0,0,0,0,0,0,0,19,54,90,80,false,0,77,,,,Dynamic Heat Weapon*,Extended Barrel*,Polygonal Rifling,Overclocked Heatsink*,Projection Fuse,Hip-Fire Grip*,Proximity Power,Rangefinder,Frenzy,Repulsor Brace*,Thermal Atomization,Air-Cooled Core*,Kill Tracker,Enhanced Stability*,Tier 1: Handling*,Infamous Compact Defender*,Roguish Bolts*,,,
Compact Defender,2819552809,"""6917530184581173655""",,Legendary,5,Sidearm,renegades,Energy,Void,primary,502,Dynamic Heat Weapon,Handling,1,Vault,false,false,false,8,28,,89,69,45,28,12,0,0,0,53,360,51,0,73,0,0,0,0,0,0,0,0,19,54,90,80,false,0,0,,,,Dynamic Heat Weapon*,Corkscrew Rifling*,Fluted Barrel,Overclocked Heatsink*,Projection Fuse,Destabilizing Rounds*,Proximity Power,Rangefinder,Desperate Measures,Frenzy,Repulsor Brace*,Air-Cooled Core*,Kill Tracker,Tier 1: Handling*,Infamous Compact Defender*,Roguish Bolts*,,,,
Compact Defender,2819552809,"""6917530184587512053""",,Legendary,5,Sidearm,renegades,Energy,Void,primary,503,Dynamic Heat Weapon,Range,1,Vault,false,false,false,8,28,,99,69,43,34,12,0,0,0,47,360,53,0,56,0,0,0,0,0,0,0,0,19,54,80,90,false,0,0,,,,Dynamic Heat Weapon*,Extended Barrel*,Smallbore,Enhanced Heatsink*,Particle Repeater,Built to Blast*,Proximity Power,Rangefinder,Kill Clip*,Repulsor Brace,Thermal Atomization,Air-Cooled Core*,Kill Tracker,Tier 1: Range*,Infamous Compact Defender*,Roguish Bolts*,,,,
Conditional Finality,3371017761,"""6917530001674702928""",keep,Exotic,0,Shotgun,rootofnightmares,KineticSlot,Stasis,special,492,Split Decision,,,Warlock(433),true,false,false,6,20,,70,56,80,30,12,0,0,0,10,55,66,2,80,0,0,0,0,0,0,0,0,4,51,0,0,false,0,245,,"00002:Arc,Prismatic",,Split Decision*,Shortened Barrel*,Alloy Magazine*,Paracausal Pellets*,Textured Grip*,Kill Tracker,Oracular*,Empty Catalyst Socket*,,,,,,,,,,,,
Convened Recurve,2271714488,"""6917530184234717089""",archive,Legendary,3,Combat Bow,,Energy,Void,primary,485,High-Impact Longbow,Draw Time,10,Vault,true,false,false,8,28,,60,43,92,0,18,0,0,0,57,0,33,0,42,0,757,50,0,0,0,0,0,17,41,0,0,false,0,0,,,,High-Impact Longbow*,Tactile String*,Elastic String,Carbon Arrow Shaft*,Fiberglass Arrow Shaft,Successful Warm-Up*,Repulsor Brace,Aggregate Charge*,Snapshot Sights,Accelerated Assault*,Vanguard Determination,Kill Tracker,Masterworked: Draw Time*,,,,,,,
Crimil's Dagger,198854575,"""6917530147123578922""",archive,Legendary,0,Hand Cannon,ironbanner,KineticSlot,Kinetic,primary,200,Aggressive Frame,Reload Speed,4,Vault,true,false,false,7,24,,98,67,92,85,14,0,0,0,21,120,28,8,26,0,0,0,0,0,0,0,0,21,76,0,0,false,0,0,hakke,,,Aggressive Frame*,Chambered Compensator,Full Bore*,Accurized Rounds*,Alloy Magazine,Air Trigger*,Zen Moment*,Skulking Wolf*,Häkke Breach Armaments,Kill Tracker,Tier 4: Reload Speed*,,,,,,,,,
Crimil's Dagger,198854575,"""6917530147125230454""",archive,Legendary,0,Hand Cannon,ironbanner,KineticSlot,Kinetic,primary,200,Aggressive Frame,Range,2,Vault,true,false,false,7,24,,100,67,92,82,14,0,0,0,31,120,24,8,21,0,0,0,0,0,0,0,0,21,56,0,0,false,0,0,hakke,,,Aggressive Frame*,Chambered Compensator,Extended Barrel*,Accurized Rounds*,Extended Mag,Moving Target*,Opening Shot*,Skulking Wolf*,Häkke Breach Armaments,Kill Tracker,Tier 2: Range*,,,,,,,,,
Crimil's Dagger,198854575,"""6917530147126836520""",archive,Legendary,0,Hand Cannon,ironbanner,KineticSlot,Kinetic,primary,200,Aggressive Frame,Handling,4,Vault,true,false,false,7,24,,100,67,92,70,14,0,0,0,31,120,24,10,25,0,0,0,0,0,0,0,0,21,56,0,0,false,0,0,hakke,,,Aggressive Frame*,Extended Barrel*,Fluted Barrel,Appended Mag*,Tactical Mag,Slideways*,Adagio*,Skulking Wolf*,Häkke Breach Armaments,Kill Tracker,Tier 4: Handling*,,,,,,,,,
Crux Termination IV,1719687748,"""6917530005481022957""",archive,Legendary,0,Rocket Launcher,engram,Power,Arc,heavy,10,Aggressive Frame,Reload Speed,10,Vault,true,false,false,6,23,,80,31,0,0,20,0,82,0,33,25,47,1,32,0,0,0,0,0,0,0,0,5,45,0,0,false,0,16,cassoid,,,Aggressive Frame*,Confined Launch,Quick Launch*,Black Powder,Impact Casing*,Clown Cartridge*,Bipod*,Wild Card*,Kill Tracker,Masterworked: Reload Speed*,,,,,,,,,,
D.F.A.,739029153,"""6917530184553439315""",archive,Legendary,2,Hand Cannon,,KineticSlot,Kinetic,primary,487,Adaptive Frame,Reload Speed,2,Vault,true,false,false,8,28,,88,77,84,50,14,0,0,0,59,140,29,12,47,0,0,0,0,0,0,0,0,28,58,0,0,false,0,0,,,,Adaptive Frame*,Corkscrew Rifling*,Polygonal Rifling,Extended Mag*,Flared Magwell,Rapid Hit*,Opening Shot*,Problem Solver*,Vanguard Determination,Kill Tracker,Tier 2: Reload Speed*,,,,,,,,,
Dead Man's Tale,2188764214,"""6917529929739387168""",keep,Exotic,0,Scout Rifle,exoticquest,KineticSlot,Kinetic,primary,10,Cranial Spike,,10,Vault,false,false,false,4,13,,89,60,100,75,18,0,0,0,45,120,50,14,55,0,0,0,0,0,0,0,0,17,55,0,0,crafted,1,5,tex-mechanica,,,Cranial Spike*,Corkscrew Rifling*,Accurized Rounds*,Outlaw*,Hand-Laid Stock*,Kill Tracker,Noble Burden*,,,,,,,,,,,,,
Deterministic Chaos,449318888,"""6917529877727064800""",keep,Exotic,0,Machine Gun,exoticquest,Power,Void,heavy,10,Vexadecimal,,,Vault,true,false,false,6,20,,80,64,70,49,16,0,0,0,65,360,38,48,49,0,0,0,0,0,0,0,0,19,40,0,0,false,0,33,,,,Vexadecimal*,Polygonal Rifling*,Ricochet Rounds*,Heavy Metal*,Composite Stock*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,,,,,,
Devil's Ruin,3824106094,"""6917530132945629956""",keep,Exotic,0,Sidearm,,Energy,Solar,primary,412,Close the Gap,,,Vault,true,false,false,3,9,,100,56,49,60,12,0,0,0,65,300,15,21,39,1000,0,0,0,0,0,0,0,23,64,0,0,false,0,888,,,,Close the Gap*,Extended Barrel*,Projection Fuse*,Pyrogenesis*,Combat Grip*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,,,,,,
Disparity,1751893422,"""6917529864652421835""",keep,Legendary,0,Pulse Rifle,rasputin,KineticSlot,Stasis,primary,10,Aggressive Burst,,,Vault,false,false,false,5,19,,67,45,35,75,19,0,0,0,64,450,38,40,30,0,0,0,0,0,0,0,0,20,53,0,0,crafted,13,983,hakke,,,Aggressive Burst*,Hammer-Forged Rifling*,Tactical Mag*,Rapid Hit*,One for All*,Ambush*,Häkke Breach Armaments,Kill Tracker,Precursor Vex Chrome*,,,,,,,,,,,
Divinity,4103414242,"""6917529856206832720""",keep,Exotic,0,Trace Rifle,exoticquest,Energy,Arc,special,10,Judgment,,,Hunter(10),true,true,false,3,8,,100,100,6,67,16,0,0,0,100,1000,45,194,56,0,0,0,0,0,0,0,0,17,0,0,0,false,0,38,,,,Judgment*,Polygonal Rifling*,Particle Repeater*,Penance*,Composite Stock*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,,,,,,
Doom of Chelchis,1937552980,"""6917529861284008310""",archive,Legendary,0,Scout Rifle,kingsfall,Energy,Void,primary,10,Precision Frame,Stability,2,Vault,true,false,false,5,18,,76,64,62,49,20,0,0,0,52,180,59,16,54,0,0,0,0,0,0,0,0,17,54,0,0,false,0,58,,,,Precision Frame*,Fluted Barrel*,Full Bore,Appended Mag,Flared Magwell*,Explosive Payload*,Focused Fury*,Runneth Over*,Kill Tracker,Tier 2: Stability*,,,,,,,,,,
Doom of Chelchis (Harrowed),1184692845,"""6917530013397512530""",archive,Legendary,0,Scout Rifle,kingsfall,Energy,Void,primary,10,Precision Frame,Range,3,Vault,true,false,false,5,18,,100,64,62,52,20,0,0,0,45,180,54,17,49,0,0,0,0,0,0,0,0,17,54,0,0,false,0,0,,,,Precision Frame*,Arrowhead Brake*,Smallbore,Tactical Mag*,Alloy Magazine,Rangefinder,Adaptive Munitions*,Eye of the Storm,Frenzy*,Runneth Over*,Kill Tracker,Tier 3: Range*,,,,,,,,
Dragon's Breath,17096506,"""6917530140067640549""",keep,Exotic,0,Rocket Launcher,seasonpass,Power,Solar,heavy,492,Composite Propellant,,10,Vault,true,false,false,6,23,,55,70,0,0,20,100,67,0,27,15,37,1,92,0,0,0,0,0,0,0,0,10,50,0,0,false,0,783,,,,Composite Propellant*,Volatile Launch*,Black Powder*,High Octane*,Short-Action Stock*,Kill Tracker,Dying Dream*,Dragon's Breath Catalyst*,,,,,,,,,,,,
Drang,2362471600,"""6917529844960889752""",archive,Legendary,0,Sidearm,nessus,Energy,Solar,primary,10,Together Forever,Stability,1,Vault,true,false,false,1,1,,80,70,49,52,13,0,0,0,68,300,30,18,71,0,0,0,0,0,0,0,0,23,50,0,0,false,0,0,,,,Together Forever*,Smallbore*,Rampage*,Moving Target*,Accurized Rounds*,Kill Tracker,Tier 1: Stability*,,,,,,,,,,,,,
Drang,358190158,"""6917530145761503031""",archive,Legendary,4,Sidearm,edgeoffate,Energy,Solar,primary,441,Together Forever,Handling,5,Vault,true,false,false,8,27,,80,70,49,35,13,0,0,0,72,300,41,20,92,0,0,0,0,0,0,0,0,23,50,0,0,false,0,0,,,,Together Forever*,Arrowhead Brake,Fluted Barrel*,Tactical Mag*,Steady Rounds,Moving Target*,Collective Pugilism,Incandescent*,Eye of the Storm,Vanguard Determination*,Roar of Battle,Kill Tracker,Tier 5: Handling*,,,,,,,
Drang,358190158,"""6917530145861064564""",archive,Legendary,3,Sidearm,edgeoffate,Energy,Solar,primary,445,Together Forever,Handling,10,Vault,true,false,false,8,27,,80,70,49,53,13,0,0,0,53,300,33,20,79,0,0,0,0,0,0,0,0,23,50,0,0,false,0,408,,,,Together Forever*,Full Bore*,Hammer-Forged Rifling,Appended Mag*,Extended Mag,Disruption Break,Heal Clip*,Incandescent*,Aggregate Charge,Vanguard Determination*,Roar of Battle,Kill Tracker,Masterworked: Handling*,,,,,,,
Drang,358190158,"""6917530145861066047""",archive,Legendary,4,Sidearm,edgeoffate,Energy,Solar,primary,442,Together Forever,Handling,1,Vault,true,false,false,8,27,,100,70,49,35,13,0,0,0,60,300,32,20,84,0,0,0,0,0,0,0,0,23,50,0,0,false,0,0,,,,Together Forever*,Arrowhead Brake*,Full Bore,Appended Mag*,Flared Magwell,Disruption Break*,Heal Clip,Burning Ambition*,Master of Arms,Vanguard Determination*,Roar of Battle,Kill Tracker,Tier 1: Handling*,,,,,,,
Drang,358190158,"""6917530145888152742""",archive,Legendary,4,Sidearm,edgeoffate,Energy,Solar,primary,444,Together Forever,Range,1,Vault,true,false,false,8,27,,80,70,49,42,13,0,0,0,66,300,12,20,76,0,0,0,0,0,0,0,0,33,50,0,0,false,0,0,,,,Together Forever*,Corkscrew Rifling*,Fluted Barrel,Extended Mag*,Steady Rounds,Disruption Break*,Heal Clip,Burning Ambition*,Aggregate Charge,Vanguard Determination*,Roar of Battle,Kill Tracker,Tier 1: Range*,,,,,,,
Drang,358190158,"""6917530146611594758""",archive,Legendary,5,Sidearm,edgeoffate,Energy,Solar,primary,454,Together Forever,Range,1,Vault,true,false,false,8,27,,80,70,49,36,13,0,0,0,78,300,41,20,71,0,0,0,0,0,0,0,0,23,50,0,0,false,0,0,,,,Together Forever*,Polygonal Rifling*,Smallbore,Tactical Mag*,Steady Rounds,Collective Pugilism,Discord,Heal Clip*,Incandescent*,Master of Arms,Binary Orbit,Vanguard Determination*,Roar of Battle,Kill Tracker,Tier 1: Range*,Ferrous Drang*,Sparks Everlasting*,,,
Drang (Baroque),502356570,"""6917530003955963993""",keep,Legendary,0,Sidearm,haunted,Energy,Solar,primary,10,Together Forever,Stability,10,Vault,false,false,false,5,17,,80,70,49,57,13,0,0,0,75,300,32,18,73,0,0,0,0,0,0,0,0,23,50,0,0,crafted,29,298,,,,Together Forever*,Hammer-Forged Rifling*,Accurized Rounds*,Moving Target*,Zen Moment*,To Excess*,Kill Tracker,Erebos Glance*,,,,,,,,,,,,
Duality,3460576091,"""6917530009298144701""",,Exotic,0,Shotgun,,Energy,Solar,special,10,Compression Chamber,"Range, Magazine",10,Vault,true,false,false,4,12,,78,65,80,95,12,0,0,0,50,65,1,8,80,0,0,0,0,0,0,0,0,6,70,0,0,false,0,543,,,,Compression Chamber*,Corkscrew Rifling*,Alloy Magazine*,On Black Wings*,Short-Action Stock*,Kill Tracker,Duality Catalyst*,,,,,,,,,,,,,
Edge Transit,568611923,"""6917530014687821795""",archive,Legendary,0,Grenade Launcher,brave,Power,Void,heavy,10,Adaptive Frame,Handling,10,Vault,true,false,false,6,23,,70,62,0,0,13,50,42,0,52,120,39,6,67,0,0,0,0,0,0,0,0,6,38,0,0,crafted,1,66,,,,Adaptive Frame*,Quick Launch*,Smart Drift Control,Spike Grenades*,High-Explosive Ordnance,Envious Assassin*,Bait and Switch*,Indomitability*,Kill Tracker,,,,,,,,,,,
Elsie's Rifle,3851176026,"""6917529999486784394""",archive,Legendary,0,Pulse Rifle,brave,Energy,Void,primary,10,High-Impact Frame,Handling,10,Vault,true,false,true,6,23,,73,40,33,80,17,0,0,0,55,340,60,30,47,0,0,0,0,0,0,0,0,24,52,0,0,false,0,0,,,,High-Impact Frame*,Full Bore*,Ricochet Rounds*,Rewind Rounds*,Adrenaline Junkie*,Indomitability*,Kill Tracker,Masterworked: Handling*,BRAVE Elsie's Rifle*,,,,,,,,,,,
Elsie's Rifle,2372514509,"""6917530001955758112""",archive,Legendary,0,Pulse Rifle,brave,Energy,Void,primary,10,High-Impact Frame,Reload Speed,1,Vault,true,false,false,6,23,,100,40,33,60,17,0,0,0,55,340,61,36,52,0,0,0,0,0,0,0,0,24,52,0,0,false,0,142,,,,High-Impact Frame*,Arrowhead Brake*,Hammer-Forged Rifling,Appended Mag*,Ricochet Rounds,Feeding Frenzy*,Destabilizing Rounds*,Indomitability*,Kill Tracker,Tier 1: Reload Speed*,Abyssinian Gold*,,,,,,,,,
Enyo-D,1601177201,"""6917530025296430000""",archive,Legendary,0,Submachine Gun,engram,KineticSlot,Kinetic,primary,10,Precision Frame,Range,2,Vault,true,false,false,5,17,,100,55,25,51,15,0,0,0,37,600,18,33,35,0,0,0,0,0,0,0,0,13,24,0,0,false,0,0,hakke,,,Precision Frame*,Arrowhead Brake*,Hammer-Forged Rifling,Appended Mag*,Flared Magwell,Steady Hands*,Multikill Clip*,Häkke Breach Armaments*,Kill Tracker,Tier 2: Range*,,,,,,,,,,
Epochal Integration,1123421440,"""6917529929721004280""",archive,Legendary,0,Hand Cannon,neomuna,Energy,Solar,primary,10,Adaptive Frame,Handling,10,Vault,true,false,false,6,21,,89,71,84,54,14,0,0,0,82,140,41,11,60,0,0,0,0,0,0,0,0,18,54,0,0,false,0,451,,,,Adaptive Frame*,Smallbore*,Ricochet Rounds*,Keep Away,Stats for All*,Eye of the Storm,Incandescent*,Harmonic Resonance,Nanotech Tracer Missiles*,Kill Tracker,Masterworked: Handling*,Luminous Void*,,,,,,,,
Ergo Sum,1681583613,"""6917530023619343359""",keep,Exotic,0,Sword,paleheart,Energy,Void,special,10,Wolfpack Rounds,,,Vault,true,false,false,7,24,,0,0,58,0,0,0,0,0,0,0,0,51,0,0,0,0,20,70,60,40,0,0,0,0,0,false,0,0,,,,Wolfpack Rounds*,Enduring Blade*,Jagged Edge,Tempered Edge,Heavy Guard*,Swordmaster's Guard,Caster Frame*,Transcendent Duelist*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,,,
Eriana's Vow,3524313097,"""6917529844916093929""",keep,Exotic,0,Hand Cannon,,Energy,Solar,special,10,Looks Can Kill,,,Vault,true,false,false,3,8,,100,80,100,100,24,0,0,0,30,90,24,6,23,0,0,0,0,0,0,0,0,9,75,0,0,false,0,32,,,,Looks Can Kill*,Extended Barrel*,Accurized Rounds*,Death at First Glance*,Polymer Grip*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,,,,,,
Everburning Glitz,2857870254,"""6917530145914246389""",keep,Legendary,4,Auto Rifle,trials,KineticSlot,Kinetic,primary,435,Rapid-Fire Frame,Handling,10,Vault,true,false,false,8,27,,55,80,18,63,16,0,0,0,66,720,52,52,58,0,0,0,0,0,0,0,0,25,54,0,0,false,0,70,,,PVP,Rapid-Fire Frame*,Extended Barrel,Hammer-Forged Rifling*,Appended Mag,Ricochet Rounds*,Lone Wolf*,Dynamic Sway Reduction,Kinetic Tremors*,Zen Moment,Fleet Footed*,Roar of Battle,Kill Tracker,Enhanced Range*,Masterworked: Handling*,Superblack*,,,,,
Everburning Glitz,2857870254,"""6917530146265853302""",archive,Legendary,5,Auto Rifle,trials,KineticSlot,Kinetic,primary,440,Rapid-Fire Frame,Handling,1,Vault,true,false,false,8,27,,55,80,18,43,16,0,0,0,51,720,48,52,45,0,0,0,0,0,0,0,0,25,54,0,0,false,0,0,,,,Rapid-Fire Frame*,Arrowhead Brake,Hammer-Forged Rifling*,Alloy Magazine*,Flared Magwell,Attrition Orbs,Lone Wolf*,To the Pain,Kinetic Tremors*,Tap the Trigger,Ancillary Ordinance,Fleet Footed*,Roar of Battle,Kill Tracker,Tier 1: Handling*,Ferrous Everburning Glitz*,Sparks Everlasting*,,,
